# omega0=1, alpha=1.7
# theta0=0.1, theta_dot0=0
# t_start=0, t_end=50, h=0.00911928
#   t          x(t)                 v(t)       
1.623232198371497e+01 6.112877823064458e-08 -1.487042229617487e-07
1.632351480384820e+01 4.834291670057356e-08 -1.319481634757002e-07
1.641470762398143e+01 3.702105985399831e-08 -1.165826501889555e-07
1.650590044411466e+01 2.704012234831216e-08 -1.025262760638286e-07
1.659709326424789e+01 1.828437224047097e-08 -8.969924674951886e-08
1.668828608438112e+01 1.064526590752479e-08 -7.802376326233287e-08
1.677947890451435e+01 4.021251336580316e-09 -6.742433434891270e-08
1.687067172464758e+01 -1.682454159062551e-09 -5.782802622595102e-08
1.696186454478081e+01 -6.554106413783566e-09 -4.916465676711383e-08
1.705305736491404e+01 -1.067569230744333e-08 -4.136694062013356e-08
1.714425018504727e+01 -1.412319888674468e-08 -3.437059118377743e-08
1.723544300518050e+01 -1.696689002659384e-08 -2.811438485494173e-08
1.732663582531373e+01 -1.927158741884691e-08 -2.254019246961830e-08
1.741782864544696e+01 -2.109695310387354e-08 -1.759298240693569e-08
1.750902146558019e+01 -2.249777114838041e-08 -1.322079940180654e-08
1.760021428571342e+01 -2.352422642367576e-08 -9.374722717740042e-09
1.769140710584665e+01 -2.422217875467516e-08 -6.008806965873385e-09
1.778259992597988e+01 -2.463343099398522e-08 -3.080008517964262e-09
1.787379274611311e+01 -2.479598982977842e-08 -5.481001486660825e-10
1.796498556624634e+01 -2.474431836318783e-08 1.624423745433353e-09
1.805617838637957e+01 -2.450957969278866e-08 3.472449267105216e-09
1.814737120651280e+01 -2.411987092245488e-08 5.028350639815932e-09
1.823856402664603e+01 -2.360044716642874e-08 6.322101710758056e-09
1.832975684677927e+01 -2.297393526364492e-08 7.381389919753926e-09
1.842094966691250e+01 -2.226053703392536e-08 8.231731502551674e-09
1.851214248704573e+01 -2.147822201320754e-08 8.896586864381731e-09
1.860333530717896e+01 -2.064290969498602e-08 9.397475211149714e-09
1.869452812731219e+01 -1.976864138202726e-08 9.754087662417268e-09
1.878572094744542e+01 -1.886774181745679e-08 9.984398193428442e-09
1.887691376757865e+01 -1.795097081871396e-08 1.010477186389117e-08
1.896810658771188e+01 -1.702766518273466e-08 1.013006988998824e-08
1.905929940784511e+01 -1.610587116707743e-08 1.007375120408774e-08
1.915049222797834e+01 -1.519246788049742e-08 9.947970224718826e-09
1.924168504811157e+01 -1.429328193855989e-08 9.763670628394668e-09
1.933287786824480e+01 -1.341319375606253e-08 9.530674975573982e-09
1.942407068837803e+01 -1.255623585902857e-08 9.257770096180549e-09
1.951526350851126e+01 -1.172568360550003e-08 8.952788186326620e-09
1.960645632864449e+01 -1.092413870690236e-08 8.622683607846409e-09
1.969764914877772e+01 -1.015360594091333e-08 8.273605416532048e-09
1.978884196891095e+01 -9.415563443040778e-09 7.910965674127471e-09
1.988003478904418e+01 -8.711026957940642e-09 7.539503623686966e-09
1.997122760917741e+01 -8.040608423286775e-09 7.163345828317628e-09
2.006242042931064e+01 -7.404569249094266e-09 6.786062390036204e-09
2.015361324944387e+01 -6.802868644118045e-09 6.410719378883555e-09
2.024480606957710e+01 -6.235207328581242e-09 6.039927612924565e-09
2.033599888971033e+01 -5.701066959285164e-09 5.675887937657734e-09
2.042719170984356e+01 -5.199745579335959e-09 5.320433158977729e-09
2.051838452997679e+01 -4.730389390486818e-09 4.975066787459569e-09
2.060957735011002e+01 -4.292021131608789e-09 4.640998753623420e-09
2.070077017024325e+01 -3.883565332215156e-09 4.319178254228684e-09
2.079196299037648e+01 -3.503870695400965e-09 4.010323888747688e-09
2.088315581050971e+01 -3.151729850129257e-09 3.714951243174795e-09
2.097434863064294e+01 -2.825896698590680e-09 3.433398075408834e-09
2.106554145077617e+01 -2.525101570460569e-09 3.165847252760526e-09
2.115673427090940e+01 -2.248064382340854e-09 2.912347587820729e-09
2.124792709104263e+01 -1.993505987554915e-09 2.672832714103529e-09
2.133911991117586e+01 -1.760157888802907e-09 2.447138137660212e-09
2.143031273130909e+01 -1.546770474014545e-09 2.235016595343028e-09
2.152150555144232e+01 -1.352119924079394e-09 2.036151844666870e-09
2.161269837157555e+01 -1.175013930007126e-09 1.850171004347280e-09
2.170389119170878e+01 -1.014296346481840e-09 1.676655558649757e-09
2.179508401184201e+01 -8.688508987292190e-10 1.515151132724476e-09
2.188627683197524e+01 -7.376040501126584e-10 1.365176140170668e-09
2.197746965210847e+01 -6.195271289094497e-10 1.226229398217167e-09
2.206866247224170e+01 -5.136378042827451e-10 1.097796800154899e-09
2.215985529237493e+01 -4.190009935480094e-10 9.793571290420629e-10
2.225104811250816e+01 -3.347292754206232e-10 8.703870912473726e-10
2.234224093264139e+01 -2.599828770087263e-10 7.703656431199259e-10
2.243343375277462e+01 -1.939692958652961e-10 6.787776789910718e-10
2.252462657290785e+01 -1.359426124176319e-10 5.951171438353925e-10
2.261581939304108e+01 -8.520254253180702e-11 5.188896292527103e-10
2.270701221317431e+01 -4.109327482452942e-11 4.496145069861790e-10
2.279820503330754e+01 -3.002132585194601e-12 3.868266499659440e-10
2.288939785344077e+01 2.964190420353926e-11 3.300777868642470e-10
2.298059067357400e+01 5.736978527775493e-11 2.789375323652054e-10
2.307178349370723e+01 8.067405715242700e-11 2.329941317881747e-10
2.316297631384046e+01 1.000105864145230e-10 1.918549553536931e-10
2.325416913397369e+01 1.158003179071964e-10 1.551467742405169e-10
2.334536195410692e+01 1.284310492594882e-10 1.225158476452748e-10
2.343655477424015e+01 1.382592057534264e-10 9.362784731618903e-11
2.352774759437338e+01 1.456116018167215e-10 6.816764348194721e-11
2.361894041450661e+01 1.507871775013442e-10 4.583897372854680e-11
2.371013323463984e+01 1.540587001724028e-10 2.636401418285873e-11
2.380132605477307e+01 1.556744233034135e-10 9.482870333638809e-12
2.389251887490630e+01 1.558596957680540e-10 -5.046997049475659e-12
2.398371169503953e+01 1.548185163488191e-10 -1.745139715908234e-11
2.407490451517276e+01 1.527350293629263e-10 -2.794007339465183e-11
2.416609733530600e+01 1.497749583478551e-10 -3.670739589421849e-11
2.425729015543923e+01 1.460869756648387e-10 -4.393307295958465e-11
2.434848297557246e+01 1.418040066795071e-10 -4.978287318504612e-11
2.443967579570569e+01 1.370444678750737e-10 -5.440935119340114e-11
2.453086861583892e+01 1.319134388546304e-10 -5.795257087431687e-11
2.462206143597215e+01 1.265037687042922e-10 -6.054082091607488e-11
2.471325425610538e+01 1.208971176264915e-10 -6.229131822909828e-11
2.480444707623861e+01 1.151649351204459e-10 -6.331089558498306e-11
2.489563989637184e+01 1.093693762919047e-10 -6.369667044421399e-11
2.498683271650507e+01 1.035641581233730e-10 -6.353669252523619e-11
2.507802553663830e+01 9.779535773523336e-11 -6.291056818266660e-11
2.516921835677153e+01 9.210215482316840e-11 -6.189006011843948e-11
2.526041117690476e+01 8.651752057318797e-11 -6.053966135157016e-11
2.535160399703799e+01 8.106885543710619e-11 -5.891714272466515e-11
2.544279681717122e+01 7.577857820280114e-11 -5.707407353269426e-11
2.553398963730445e+01 7.066466881894282e-11 -5.505631512597487e-11
2.562518245743768e+01 6.574116743665222e-11 -5.290448756863134e-11
2.571637527757091e+01 6.101863211397618e-11 -5.065440962954707e-11
2.580756809770414e+01 5.650455759603558e-11 -4.833751254833821e-11
2.589876091783737e+01 5.220375753684663e-11 -4.598122815721254e-11
2.598995373797060e+01 4.811871247047131e-11 -4.360935205357512e-11
2.608114655810383e+01 4.424988577142374e-11 -4.124238261051900e-11
2.617233937823706e+01 4.059600976901273e-11 -3.889783668530556e-11
2.626353219837029e+01 3.715434409919632e-11 -3.659054294180469e-11
2.635472501850352e+01 3.392090829202661e-11 -3.433291374365734e-11
2.644591783863675e+01 3.089069050416279e-11 -3.213519660249081e-11
2.653711065876998e+01 2.805783421535349e-11 -3.000570618154925e-11
2.662830347890321e+01 2.541580461621851e-11 -2.795103786113008e-11
2.671949629903644e+01 2.295753632294160e-11 -2.597626386963244e-11
2.681068911916967e+01 2.067556396334792e-11 -2.408511297408224e-11
2.690188193930290e+01 1.856213708890036e-11 -2.228013470783449e-11
2.699307475943613e+01 1.660932077892785e-11 -2.056284909178338e-11
2.708426757956936e+01 1.480908321732932e-11 -1.893388277974798e-11
2.717546039970259e+01 1.315337143843169e-11 -1.739309252955925e-11
2.726665321983582e+01 1.163417635790377e-11 -1.593967686947719e-11
2.735784603996905e+01 1.024358812686095e-11 -1.457227679555574e-11
2.744903886010228e+01 8.973842772704818e-12 -1.328906630001347e-11
2.754023168023551e+01 7.817361018945424e-12 -1.208783349405658e-11
2.763142450036874e+01 6.766780108327454e-12 -1.096605305136886e-11
2.772261732050197e+01 5.814979389064241e-12 -9.920950661008557e-12
2.781381014063520e+01 4.955100362882141e-12 -8.949560141056452e-12
2.790500296076843e+01 4.180561835872468e-12 -8.048773827319989e-12
2.799619578090166e+01 3.485070758795174e-12 -7.215386814949218e-12
2.808738860103489e+01 2.862629292414952e-12 -6.446135595156873e-12
2.817858142116812e+01 2.307538585597004e-12 -5.737731594519287e-12
2.826977424130135e+01 1.814399709153881e-12 -5.086890090697961e-12
2.836096706143458e+01 1.378112146713070e-12 -4.490354945967512e-12
2.845215988156781e+01 9.938702050559084e-13 -3.944919568744515e-12
2.854335270170104e+01 6.571576703437413e-13 -3.447444483441933e-12
2.863454552183427e+01 3.637410032746982e-13 -2.994871860465964e-12
