-7.889438e+00 2.070797e+00
-7.641410e+00 2.190668e+00
-7.380216e+00 2.295848e+00
-7.108007e+00 2.378730e+00
-6.827804e+00 2.432170e+00
-6.543378e+00 2.450561e+00
-6.259016e+00 2.430802e+00
-5.979190e+00 2.372856e+00
-5.708196e+00 2.279715e+00
-5.449834e+00 2.156764e+00
-5.207187e+00 2.010781e+00
-4.982521e+00 1.848860e+00
-4.777302e+00 1.677530e+00
-4.592296e+00 1.502192e+00
-4.427723e+00 1.326886e+00
-4.283408e+00 1.154313e+00
-4.158935e+00 9.859992e-01
-4.053767e+00 8.225341e-01
-3.967339e+00 6.638056e-01
-3.899131e+00 5.092088e-01
-3.848716e+00 3.578135e-01
-3.815784e+00 2.084908e-01
-3.800165e+00 6.000576e-02
-3.801837e+00 -8.891400e-02
-3.820922e+00 -2.395245e-01
-3.857689e+00 -3.930146e-01
-3.912534e+00 -5.504488e-01
-3.985971e+00 -7.126927e-01
-4.078594e+00 -8.803116e-01
-4.191043e+00 -1.053433e+00
-4.323935e+00 -1.231571e+00
-4.477788e+00 -1.413419e+00
-4.652907e+00 -1.596626e+00
-4.849255e+00 -1.777619e+00
-5.066304e+00 -1.951533e+00
-5.302890e+00 -2.112348e+00
-5.557101e+00 -2.253332e+00
-5.826235e+00 -2.367813e+00
-6.106869e+00 -2.450208e+00
-6.395043e+00 -2.497089e+00
-6.686568e+00 -2.507989e+00
-6.977386e+00 -2.485670e+00
-7.263937e+00 -2.435759e+00
-7.543437e+00 -2.365863e+00
-7.814052e+00 -2.284466e+00
-8.074934e+00 -2.199880e+00
-8.326152e+00 -2.119489e+00
-8.568560e+00 -2.049322e+00
-8.803626e+00 -1.993925e+00
-9.033263e+00 -1.956420e+00
-9.259673e+00 -1.938654e+00
-9.485203e+00 -1.941334e+00
-9.712222e+00 -1.964117e+00
-9.943001e+00 -2.005617e+00
-1.017958e+01 -2.063333e+00
-1.042365e+01 -2.133534e+00
-1.067637e+01 -2.211150e+00
-1.093824e+01 -2.289759e+00
-1.120896e+01 -2.361777e+00
-1.148728e+01 -2.418930e+00
-1.177098e+01 -2.453041e+00
-1.205696e+01 -2.457049e+00
-1.234140e+01 -2.426030e+00
-1.262008e+01 -2.357939e+00
-1.288871e+01 -2.253834e+00
-1.314332e+01 -2.117492e+00
-1.338044e+01 -1.954564e+00
-1.359738e+01 -1.771536e+00
-1.379217e+01 -1.574766e+00
-1.396353e+01 -1.369800e+00
-1.411079e+01 -1.161005e+00
-1.423368e+01 -9.514773e-01
-1.433226e+01 -7.431541e-01
-1.440671e+01 -5.370119e-01
-1.445732e+01 -3.333082e-01
-1.448436e+01 -1.318144e-01
-1.448806e+01 6.797264e-02
-1.446858e+01 2.666404e-01
-1.442603e+01 4.646854e-01
-1.436046e+01 6.623430e-01
-1.427192e+01 8.594130e-01
-1.416052e+01 1.055083e+00
-1.402651e+01 1.247755e+00
-1.387037e+01 1.434913e+00
-1.369294e+01 1.613061e+00
-1.349551e+01 1.777802e+00
-1.327994e+01 1.924113e+00
-1.304866e+01 2.046841e+00
-1.280471e+01 2.141394e+00
-1.255156e+01 2.204504e+00
-1.229297e+01 2.234891e+00
-1.203271e+01 2.233628e+00
-1.177428e+01 2.204099e+00
-1.152069e+01 2.151553e+00
-1.127424e+01 2.082384e+00
-1.103648e+01 2.003348e+00
-1.080817e+01 1.920874e+00
-1.058938e+01 1.840596e+00
-1.037958e+01 1.767109e+00
-1.017776e+01 1.703918e+00
-9.982561e+00 1.653518e+00
-9.792405e+00 1.617526e+00
-9.605552e+00 1.596837e+00
-9.420199e+00 1.591735e+00
-9.234542e+00 1.601976e+00
-9.046835e+00 1.626815e+00
-8.855448e+00 1.664973e+00
-8.658934e+00 1.714573e+00
-8.456103e+00 1.773048e+00
-8.246111e+00 1.837045e+00
-8.028551e+00 1.902377e+00
-7.803549e+00 1.964060e+00
-7.571852e+00 2.016495e+00
-7.334876e+00 2.053811e+00
-7.094714e+00 2.070371e+00
-6.854072e+00 2.061381e+00
-6.616133e+00 2.023469e+00
-6.384373e+00 1.955098e+00
-6.162328e+00 1.856705e+00
-5.953378e+00 1.730520e+00
-5.760558e+00 1.580120e+00
-5.586438e+00 1.409850e+00
-5.433065e+00 1.224251e+00
-5.301970e+00 1.027595e+00
-5.194217e+00 8.235942e-01
-5.110477e+00 6.152765e-01
-5.051111e+00 4.050006e-01
-5.016235e+00 1.945647e-01
-5.005785e+00 -1.462780e-02
-5.019544e+00 -2.213805e-01
-5.057162e+00 -4.245115e-01
-5.118141e+00 -6.226745e-01
-5.201808e+00 -8.142058e-01
-5.307277e+00 -9.970158e-01
-5.433388e+00 -1.168545e+00
-5.578657e+00 -1.325811e+00
-5.741238e+00 -1.465558e+00
-5.918902e+00 -1.584530e+00
-6.109056e+00 -1.679825e+00
-6.308812e+00 -1.749296e+00
-6.515092e+00 -1.791906e+00
-6.724776e+00 -1.807962e+00
-6.934858e+00 -1.799152e+00
-7.142605e+00 -1.768393e+00
-7.345677e+00 -1.719495e+00
-7.542213e+00 -1.656754e+00
-7.730854e+00 -1.584534e+00
-7.910742e+00 -1.506918e+00
-8.081460e+00 -1.427478e+00
-8.242975e+00 -1.349142e+00
-8.395551e+00 -1.274174e+00
-8.539683e+00 -1.204211e+00
-8.676021e+00 -1.140350e+00
-8.805317e+00 -1.083242e+00
-8.928378e+00 -1.033200e+00
-9.046030e+00 -9.902791e-01
-9.159098e+00 -9.543594e-01
-9.268382e+00 -9.252019e-01
-9.374652e+00 -9.024934e-01
-9.478638e+00 -8.858784e-01
-9.581027e+00 -8.749775e-01
-9.682461e+00 -8.693984e-01
-9.783536e+00 -8.687380e-01
-9.884800e+00 -8.725790e-01
-9.986752e+00 -8.804808e-01
-1.008984e+01 -8.919677e-01
-1.019444e+01 -9.065135e-01
-1.030089e+01 -9.235254e-01
-1.040942e+01 -9.423279e-01
-1.052022e+01 -9.621483e-01
-1.063333e+01 -9.821072e-01
-1.074873e+01 -1.001214e+00
-1.086625e+01 -1.018375e+00
-1.098560e+01 -1.032407e+00
-1.110633e+01 -1.042071e+00
-1.122788e+01 -1.046114e+00
-1.134951e+01 -1.043325e+00
-1.147036e+01 -1.032603e+00
-1.158946e+01 -1.013021e+00
-1.170573e+01 -9.838926e-01
-1.181804e+01 -9.448280e-01
-1.192522e+01 -8.957680e-01
-1.202612e+01 -8.370005e-01
-1.211964e+01 -7.691517e-01
-1.220479e+01 -6.931570e-01
-1.228068e+01 -6.102152e-01
-1.234658e+01 -5.217312e-01
-1.240194e+01 -4.292563e-01
-1.244638e+01 -3.344292e-01
-1.247973e+01 -2.389234e-01
-1.250202e+01 -1.444024e-01
-1.251344e+01 -5.248327e-02
-1.251439e+01 3.529312e-02
-1.250544e+01 1.174858e-01
-1.248732e+01 1.927747e-01
-1.246090e+01 2.599786e-01
-1.242717e+01 3.180730e-01
-1.238726e+01 3.662054e-01
-1.234237e+01 4.037089e-01
-1.229375e+01 4.301117e-01
-1.224272e+01 4.451416e-01
-1.219060e+01 4.487239e-01
