# Spherical Bessel functions via up and down recursion
        x             ans_up             ans_down             rel_diff             log10(x)          log10(rel_diff)            j10(x)
7.2000000000000 8.3302017895836e-03 8.3302017895840e-03 2.1865732617104e-14 8.5733249643127e-01 -1.3660235966925e+01 8.3302017895836e-03 
7.3000000000000 9.2331933854981e-03 9.2331933854982e-03 6.2939477187272e-15 8.6332286012046e-01 -1.4201076868916e+01 9.2331933854981e-03 
7.4000000000000 1.0208714075380e-02 1.0208714075380e-02 8.9211022873505e-15 8.6923171973098e-01 -1.4049581481079e+01 1.0208714075380e-02 
7.5000000000000 1.1259830915291e-02 1.1259830915291e-02 1.7717246487815e-15 8.7506126339170e-01 -1.4751603772746e+01 1.1259830915291e-02 
7.6000000000000 1.2389462511804e-02 1.2389462511804e-02 3.9204491140009e-15 8.8081359228079e-01 -1.4406664178755e+01 1.2389462511804e-02 
7.7000000000000 1.3600345681487e-02 1.3600345681488e-02 9.6937965594281e-15 8.8649072517248e-01 -1.4013506098915e+01 1.3600345681487e-02 
7.8000000000000 1.4895000863744e-02 1.4895000863744e-02 4.2509166298388e-15 8.9209460269048e-01 -1.4371517412454e+01 1.4895000863744e-02 
7.9000000000000 1.6275696497074e-02 1.6275696497075e-02 1.0125448717197e-14 8.9762709129044e-01 -1.3994585721586e+01 1.6275696497074e-02 
8.0000000000000 1.7744412592723e-02 1.7744412592723e-02 2.0529951501720e-15 9.0308998699194e-01 -1.4687612076570e+01 1.7744412592723e-02 
8.1000000000000 1.9302803762697e-02 1.9302803762696e-02 5.7516153522252e-15 9.0848501887865e-01 -1.4240210165739e+01 1.9302803762697e-02 
8.2000000000000 2.0952161981009e-02 2.0952161981009e-02 2.5666290573747e-15 9.1381385238372e-01 -1.4590636893298e+01 2.0952161981009e-02 
8.3000000000000 2.2693379377507e-02 2.2693379377507e-02 1.5288366242149e-15 9.1907809237607e-01 -1.4815638922039e+01 2.2693379377507e-02 
8.4000000000000 2.4526911382332e-02 2.4526911382332e-02 1.8389111320346e-15 9.2427928606188e-01 -1.4735439258146e+01 2.4526911382332e-02 
8.5000000000000 2.6452740555894e-02 2.6452740555894e-02 2.9510196213512e-15 9.2941892571429e-01 -1.4530027902863e+01 2.6452740555894e-02 
8.6000000000000 2.8470341453679e-02 2.8470341453679e-02 2.4372359267965e-16 9.3449845124357e-01 -1.5613102428654e+01 2.8470341453679e-02 
8.7000000000000 3.0578646887237e-02 3.0578646887237e-02 3.4037937957958e-16 9.3951925261862e-01 -1.5468036757653e+01 3.0578646887237e-02 
8.8000000000000 3.2776015951869e-02 3.2776015951869e-02 1.3760919094508e-15 9.4448267215017e-01 -1.4861352558517e+01 3.2776015951869e-02 
8.9000000000000 3.5060204197763e-02 3.5060204197763e-02 2.1770504390802e-15 9.4939000664491e-01 -1.4662131508873e+01 3.5060204197763e-02 
9.0000000000000 3.7428336324306e-02 3.7428336324306e-02 3.7078291932527e-16 9.5424250943932e-01 -1.5430880280497e+01 3.7428336324306e-02 
9.1000000000000 3.9876881776889e-02 3.9876881776889e-02 3.4801587259156e-16 9.5904139232109e-01 -1.5458400947945e+01 3.9876881776889e-02 
9.2000000000000 4.2401633621561e-02 4.2401633621561e-02 1.3091748239396e-15 9.6378782734555e-01 -1.4883002354975e+01 4.2401633621561e-02 
9.3000000000000 4.4997691065228e-02 4.4997691065228e-02 1.5420555454387e-16 9.6848294855393e-01 -1.5811899982548e+01 4.4997691065228e-02 
9.4000000000000 4.7659445977603e-02 4.7659445977603e-02 5.0957639488903e-16 9.7312785359970e-01 -1.5292790698033e+01 4.7659445977603e-02 
9.5000000000000 5.0380573755839e-02 5.0380573755839e-02 2.2036728482007e-15 9.7772360528885e-01 -1.4656852879315e+01 5.0380573755839e-02 
9.6000000000000 5.3154028853512e-02 5.3154028853512e-02 1.3054314138690e-16 9.8227123303957e-01 -1.5884245940663e+01 5.3154028853512e-02 
9.7000000000000 5.5972045272532e-02 5.5972045272532e-02 4.9588281936965e-16 9.8677173426624e-01 -1.5304620938255e+01 5.5972045272532e-02 
9.8000000000000 5.8826142289622e-02 5.8826142289622e-02 2.3591191377958e-16 9.9122607569249e-01 -1.5627250126270e+01 5.8826142289622e-02 
9.9000000000000 6.1707135658247e-02 6.1707135658247e-02 5.6224404437899e-17 9.9563519459755e-01 -1.6250075136172e+01 6.1707135658247e-02 
10.0000000000000 6.4605154492564e-02 6.4605154492564e-02 1.0740464841247e-16 1.0000000000000e+00 -1.5968976922210e+01 6.4605154492564e-02 
10.1000000000000 6.7509664002086e-02 6.7509664002086e-02 1.0278371262065e-16 1.0043213737826e+00 -1.5988075699343e+01 6.7509664002086e-02 
10.2000000000000 7.0409494204706e-02 7.0409494204706e-02 0.0000000000000e+00 1.0086001717619e+00          -inf 7.0409494204706e-02 
10.3000000000000 7.3292874701536e-02 7.3292874701536e-02 5.6804107620260e-16 1.0128372247052e+00 -1.5245620258438e+01 7.3292874701536e-02 
10.4000000000000 7.6147475550207e-02 7.6147475550207e-02 4.5562205797171e-16 1.0170333392988e+00 -1.5341395258641e+01 7.6147475550207e-02 
10.5000000000000 7.8960454223945e-02 7.8960454223945e-02 8.7878090014875e-17 1.0211892990699e+00 -1.6056119390816e+01 7.8960454223945e-02 
10.6000000000000 8.1718508592392e-02 8.1718508592392e-02 1.6982429130023e-16 1.0253058652648e+00 -1.5770000189103e+01 8.1718508592392e-02 
10.7000000000000 8.4407935807122e-02 8.4407935807122e-02 8.2206653172553e-17 1.0293837776852e+00 -1.6085093032591e+01 8.4407935807122e-02 
10.8000000000000 8.7014696920484e-02 8.7014696920484e-02 0.0000000000000e+00 1.0334237554869e+00          -inf 8.7014696920484e-02 
10.9000000000000 8.9524487011332e-02 8.9524487011332e-02 7.7508334708792e-17 1.0374264979406e+00 -1.6110651593966e+01 8.9524487011332e-02 
11.0000000000000 9.1922810535759e-02 9.1922810535759e-02 3.0194437543695e-16 1.0413926851582e+00 -1.5520073055936e+01 9.1922810535759e-02 
11.1000000000000 9.4195061565652e-02 9.4195061565652e-02 0.0000000000000e+00 1.0453229787867e+00          -inf 9.4195061565652e-02 
11.2000000000000 9.6326608523297e-02 9.6326608523297e-02 7.2035069128682e-17 1.0492180226702e+00 -1.6142456022719e+01 9.6326608523297e-02 
11.3000000000000 9.8302882966806e-02 9.8302882966806e-02 0.0000000000000e+00 1.0530784434834e+00          -inf 9.8302882966806e-02 
11.4000000000000 1.0010947192941e-01 1.0010947192941e-01 1.3862612138840e-16 1.0569048513365e+00 -1.5858154927690e+01 1.0010947192941e-01 
11.5000000000000 1.0173221326616e-01 1.0173221326616e-01 6.8207440702713e-17 1.0606978403536e+00 -1.6166168245873e+01 1.0173221326616e-01 
11.6000000000000 1.0315729341494e-01 1.0315729341494e-01 2.0179553982662e-16 1.0644579892269e+00 -1.5695088436960e+01 1.0315729341494e-01 
11.7000000000000 1.0437134693509e-01 1.0437134693509e-01 1.3296549498825e-16 1.0681858617462e+00 -1.5876261045352e+01 1.0437134693509e-01 
11.8000000000000 1.0536155714740e-01 1.0536155714740e-01 6.5857928563069e-17 1.0718820073061e+00 -1.6181391933323e+01 1.0536155714740e-01 
11.9000000000000 1.0611575716398e-01 1.0611575716398e-01 1.3077970867577e-16 1.0755469613925e+00 -1.5883459634404e+01 1.0611575716398e-01 
12.0000000000000 1.0662253056550e-01 1.0662253056550e-01 6.5079058498281e-17 1.0791812460476e+00 -1.6186558738648e+01 1.0662253056550e-01 
12.1000000000000 1.0687131095833e-01 1.0687131095833e-01 1.2985512840977e-16 1.0827853703164e+00 -1.5886540893966e+01 1.0687131095833e-01 
12.2000000000000 1.0685247962377e-01 1.0685247962377e-01 5.1951205462627e-16 1.0863598306747e+00 -1.5284404370731e+01 1.0685247962377e-01 
12.3000000000000 1.0655746045808e-01 1.0655746045808e-01 1.3023759902080e-16 1.0899051114394e+00 -1.5885263618763e+01 1.0655746045808e-01 
12.4000000000000 1.0597881139389e-01 1.0597881139389e-01 1.2440126704595e-15 1.0934216851622e+00 -1.4905175196267e+01 1.0597881139389e-01 
12.5000000000000 1.0511031149282e-01 1.0511031149282e-01 6.6675502559283e-15 1.0969100130081e+00 -1.4176033702179e+01 1.0511031149282e-01 
12.6000000000000 1.0394704290462e-01 1.0394704290462e-01 4.6727887557050e-16 1.1003705451176e+00 -1.5330423851825e+01 1.0394704290462e-01 
12.7000000000000 1.0248546690070e-01 1.0248546690070e-01 1.3541225139035e-16 1.1038037209560e+00 -1.5868342041186e+01 1.0248546690070e-01 
12.8000000000000 1.0072349320944e-01 1.0072349320944e-01 2.7556208319656e-16 1.1072099696479e+00 -1.5559780540724e+01 1.0072349320944e-01 
12.9000000000000 9.8660541907764e-02 9.8660541907764e-02 1.4066198643819e-16 1.1105897102992e+00 -1.5851823253743e+01 9.8660541907764e-02 
13.0000000000000 9.6297597156568e-02 9.6297597156568e-02 2.1617031292979e-16 1.1139433523068e+00 -1.5665203948755e+01 9.6297597156568e-02 
13.1000000000000 9.3637252109127e-02 9.3637252109127e-02 7.4103989038684e-17 1.1172712956558e+00 -1.6130158413197e+01 9.3637252109127e-02 
13.2000000000000 9.0683744368647e-02 9.0683744368647e-02 2.2955251634844e-16 1.1205739312058e+00 -1.5639117942148e+01 9.0683744368647e-02 
13.3000000000000 8.7442981425790e-02 8.7442981425790e-02 7.9353354503312e-17 1.1238516409671e+00 -1.6100434709596e+01 8.7442981425790e-02 
13.4000000000000 8.3922555567540e-02 8.3922555567540e-02 8.2682109201535e-17 1.1271047983648e+00 -1.6082588453151e+01 8.3922555567540e-02 
13.5000000000000 8.0131747815559e-02 8.0131747815559e-02 8.6593567382039e-17 1.1303337684950e+00 -1.6062514368424e+01 8.0131747815559e-02 
13.6000000000000 7.6081520524550e-02 7.6081520524550e-02 3.6481362917389e-16 1.1335389083702e+00 -1.5437928945112e+01 7.6081520524550e-02 
13.7000000000000 7.1784498348716e-02 7.1784498348716e-02 0.0000000000000e+00 1.1367205671564e+00          -inf 7.1784498348716e-02 
13.8000000000000 6.7254937366655e-02 6.7254937366655e-02 0.0000000000000e+00 1.1398790864012e+00          -inf 6.7254937366655e-02 
13.9000000000000 6.2508682241327e-02 6.2508682241327e-02 3.3302064553776e-16 1.1430148002541e+00 -1.5477528841673e+01 6.2508682241327e-02 
14.0000000000000 5.7563111381559e-02 5.7563111381559e-02 0.0000000000000e+00 1.1461280356782e+00          -inf 5.7563111381559e-02 
14.1000000000000 5.2437070164104e-02 5.2437070164104e-02 0.0000000000000e+00 1.1492191126554e+00          -inf 5.2437070164104e-02 
14.2000000000000 4.7150792369955e-02 4.7150792369955e-02 2.2074583125125e-16 1.1522883443831e+00 -1.5656107489253e+01 4.7150792369955e-02 
14.3000000000000 4.1725810084600e-02 4.1725810084600e-02 2.4944610625313e-16 1.1553360374651e+00 -1.5603023270823e+01 4.1725810084600e-02 
14.4000000000000 3.6184852408394e-02 3.6184852408394e-02 9.5881196717242e-17 1.1583624920952e+00 -1.6018266554066e+01 3.6184852408394e-02 
14.5000000000000 3.0551733419552e-02 3.0551733419552e-02 2.8389935395068e-16 1.1613680022350e+00 -1.5546835595766e+01 3.0551733419552e-02 
14.6000000000000 2.4851229927365e-02 2.4851229927365e-02 3.4902165426964e-16 1.1643528557844e+00 -1.5457147627373e+01 2.4851229927365e-02 
14.7000000000000 1.9108949646556e-02 1.9108949646556e-02 3.6312272690288e-16 1.1673173347482e+00 -1.5439946568879e+01 1.9108949646556e-02 
14.8000000000000 1.3351190514133e-02 1.3351190514133e-02 8.4454660293504e-16 1.1702617153950e+00 -1.5073376380623e+01 1.3351190514133e-02 
14.9000000000000 7.6047919570009e-03 7.6047919570009e-03 9.1243704537102e-16 1.1731862684123e+00 -1.5039797090478e+01 7.6047919570009e-03 
15.0000000000000 1.8969790010905e-03 1.8969790010904e-03 4.7437942256909e-15 1.1760912590557e+00 -1.4323874157878e+01 1.8969790010904e-03 
15.1000000000000 -3.7447998100302e-03 -3.7447998100303e-03 1.5055147358809e-15 1.1789769472932e+00 -1.4822314989284e+01 -3.7447998100302e-03 
15.2000000000000 -9.2930396477934e-03 -9.2930396477934e-03 1.8666911384465e-16 1.1818435879448e+00 -1.5728927534201e+01 -9.2930396477935e-03 
15.3000000000000 -1.4720350678756e-02 -1.4720350678756e-02 8.8383941074191e-16 1.1846914308176e+00 -1.5053626636983e+01 -1.4720350678756e-02 
15.4000000000000 -1.9999632231348e-02 -1.9999632231348e-02 5.2042661262273e-16 1.1875207208365e+00 -1.5283640503387e+01 -1.9999632231348e-02 
15.5000000000000 -2.5104248639380e-02 -2.5104248639380e-02 2.0730237748549e-16 1.1903316981703e+00 -1.5683395717091e+01 -2.5104248639380e-02 
15.6000000000000 -3.0008205512120e-02 -3.0008205512120e-02 3.0060318240077e-15 1.1931245983545e+00 -1.4522006425972e+01 -3.0008205512120e-02 
15.7000000000000 -3.4686325149624e-02 -3.4686325149623e-02 1.9204508171495e-14 1.1958996524092e+00 -1.3716596810662e+01 -3.4686325149623e-02 
15.8000000000000 -3.9114419800559e-02 -3.9114419800559e-02 1.3304992006697e-15 1.1986570869544e+00 -1.4875985382026e+01 -3.9114419800559e-02 
15.9000000000000 -4.3269461448376e-02 -4.3269461448376e-02 3.2072938611385e-16 1.2013971243205e+00 -1.5493861246986e+01 -4.3269461448376e-02 
16.0000000000000 -4.7129746810634e-02 -4.7129746810634e-02 7.3614801409687e-16 1.2041199826559e+00 -1.5133034855170e+01 -4.7129746810634e-02 
16.1000000000000 -5.0675056245892e-02 -5.0675056245892e-02 6.1618131050646e-16 1.2068258760318e+00 -1.5210291478474e+01 -5.0675056245892e-02 
16.2000000000000 -5.3886805282867e-02 -5.3886805282867e-02 5.1507183381780e-16 1.2095150145426e+00 -1.5288132198425e+01 -5.3886805282867e-02 
16.3000000000000 -5.6748187517625e-02 -5.6748187517625e-02 1.8341274516703e-16 1.2121876044040e+00 -1.5736570488931e+01 -5.6748187517625e-02 
16.4000000000000 -5.9244307666454e-02 -5.9244307666454e-02 2.9280846452681e-16 1.2148438480477e+00 -1.5533416372818e+01 -5.9244307666454e-02 
16.5000000000000 -6.1362303614439e-02 -6.1362303614439e-02 0.0000000000000e+00 1.2174839442139e+00          -inf -6.1362303614439e-02 
16.6000000000000 -6.3091456362610e-02 -6.3091456362610e-02 1.0998151420102e-16 1.2201080880401e+00 -1.5958680305343e+01 -6.3091456362610e-02 
16.7000000000000 -6.4423286849374e-02 -6.4423286849374e-02 1.0770785290932e-16 1.2227164711476e+00 -1.5967752631420e+01 -6.4423286849374e-02 
16.8000000000000 -6.5351638704443e-02 -6.5351638704443e-02 0.0000000000000e+00 1.2253092817259e+00          -inf -6.5351638704444e-02 
16.9000000000000 -6.5872746085082e-02 -6.5872746085082e-02 0.0000000000000e+00 1.2278867046137e+00          -inf -6.5872746085082e-02 
17.0000000000000 -6.5985285844662e-02 -6.5985285844662e-02 1.0515820027274e-16 1.2304489213783e+00 -1.5978156855224e+01 -6.5985285844662e-02 
17.1000000000000 -6.5690413391528e-02 -6.5690413391528e-02 1.0563023652401e-16 1.2329961103922e+00 -1.5976211747750e+01 -6.5690413391528e-02 
17.2000000000000 -6.4991781711264e-02 -6.4991781711264e-02 0.0000000000000e+00 1.2355284469075e+00          -inf -6.4991781711264e-02 
17.3000000000000 -6.3895543146866e-02 -6.3895543146866e-02 1.0859746333102e-16 1.2380461031288e+00 -1.5964180319077e+01 -6.3895543146866e-02 
17.4000000000000 -6.2410333658005e-02 -6.2410333658005e-02 0.0000000000000e+00 1.2405492482826e+00          -inf -6.2410333658005e-02 
17.5000000000000 -6.0547239411778e-02 -6.0547239411778e-02 5.7301488650178e-17 1.2430380486863e+00 -1.6241834095237e+01 -6.0547239411778e-02 
17.6000000000000 -5.8319745691806e-02 -5.8319745691806e-02 1.1898018109640e-16 1.2455126678141e+00 -1.5924525374383e+01 -5.8319745691806e-02 
17.7000000000000 -5.5743668249441e-02 -5.5743668249441e-02 0.0000000000000e+00 1.2479732663618e+00          -inf -5.5743668249441e-02 
17.8000000000000 -5.2837067358899e-02 -5.2837067358899e-02 1.3132624974763e-16 1.2504200023089e+00 -1.5881648457603e+01 -5.2837067358899e-02 
17.9000000000000 -4.9620144976306e-02 -4.9620144976306e-02 1.3984025857282e-16 1.2528530309799e+00 -1.5854367781673e+01 -4.9620144976306e-02 
18.0000000000000 -4.6115125539801e-02 -4.6115125539801e-02 7.5234468329902e-17 1.2552725051033e+00 -1.6123583143772e+01 -4.6115125539801e-02 
18.1000000000000 -4.2346121082718e-02 -4.2346121082718e-02 0.0000000000000e+00 1.2576785748692e+00          -inf -4.2346121082718e-02 
18.2000000000000 -3.8338981463457e-02 -3.8338981463457e-02 9.0493978178854e-17 1.2600713879851e+00 -1.6043380319477e+01 -3.8338981463457e-02 
