# Spherical Bessel functions via up and down recursion
0.1000000000000 7.2715109967137e-21 7.2715109967137e-21 2.0692161089113e-16
0.2000000000000 7.4411725280515e-18 7.4411725280515e-18 0.0000000000000e+00
0.3000000000000 4.2862929705601e-16 4.2862929705601e-16 1.7254002554754e-16
0.4000000000000 7.5999054878014e-15 7.5999054878014e-15 1.0379877835155e-16
0.5000000000000 7.0641239636619e-14 7.0641239636619e-14 2.6801145935001e-16
0.6000000000000 4.3634669469701e-13 4.3634669469701e-13 1.7355613740538e-16
0.7000000000000 2.0326908136586e-12 2.0326908136586e-12 2.9805082560455e-16
0.8000000000000 7.7014628084179e-12 7.7014628084179e-12 2.0977665854943e-16
0.9000000000000 2.4916751284486e-11 2.4916751284486e-11 3.2419698608513e-16
1.0000000000000 7.1165526400473e-11 7.1165526400473e-11 3.6322915672426e-16
1.1000000000000 1.8374267942633e-10 1.8374267942633e-10 1.4068257969780e-16
1.2000000000000 4.3643458262230e-10 4.3643458262230e-10 5.9228565222690e-17
1.3000000000000 9.6643681646248e-10 9.6643681646248e-10 1.0698844953735e-16
1.4000000000000 2.0158724116622e-09 2.0158724116622e-09 3.0775035950972e-16
1.5000000000000 3.9934406994836e-09 3.9934406994836e-09 0.0000000000000e+00
1.6000000000000 7.5630221314253e-09 7.5630221314253e-09 2.1874340658504e-16
1.7000000000000 1.3767474201407e-08 1.3767474201407e-08 1.8024670330637e-16
1.8000000000000 2.4197355439535e-08 2.4197355439535e-08 2.0510851641288e-16
1.9000000000000 4.1215880664439e-08 4.1215880664439e-08 1.6055570798791e-16
2.0000000000000 6.8253008649747e-08 6.8253008649747e-08 1.9390925122093e-16
2.1000000000000 1.1018315590038e-07 1.1018315590038e-07 0.0000000000000e+00
2.2000000000000 1.7380257612438e-07 1.7380257612438e-07 3.0459594088817e-16
2.3000000000000 2.6842389956768e-07 2.6842389956768e-07 9.8611858498178e-17
2.4000000000000 4.0660664225235e-07 4.0660664225235e-07 6.5099230684159e-17
2.5000000000000 6.0504362296386e-07 6.0504362296386e-07 3.4998837898044e-16
2.6000000000000 8.8562411509725e-07 8.8562411509725e-07 5.9776555652598e-17
2.7000000000000 1.2766951605297e-06 1.2766951605297e-06 8.2932184346070e-17
2.8000000000000 1.8145427336307e-06 1.8145427336306e-06 6.4185333356372e-16
2.9000000000000 2.5451143172012e-06 2.5451143172012e-06 4.9921114045621e-16
3.0000000000000 3.5260038931753e-06 3.5260038931753e-06 7.2067386161465e-16
3.1000000000000 4.8287193177151e-06 4.8287193177151e-06 1.8418643455919e-15
3.2000000000000 6.5412505060972e-06 6.5412505060972e-06 1.1006733414277e-15
3.3000000000000 8.7709547664656e-06 8.7709547664656e-06 3.8628996263568e-16
3.4000000000000 1.1647772968786e-05 1.1647772968786e-05 3.6360296063642e-16
3.5000000000000 1.5327786999397e-05 1.5327786999397e-05 2.2104507253072e-16
3.6000000000000 1.9997125123985e-05 1.9997125123985e-05 2.5414641614810e-16
3.7000000000000 2.5876217463288e-05 2.5876217463288e-05 0.0000000000000e+00
3.8000000000000 3.3224398786640e-05 3.3224398786640e-05 3.0593165680214e-16
3.9000000000000 4.2344850269021e-05 4.2344850269021e-05 8.0012841407918e-17
4.0000000000000 5.3589865768633e-05 5.3589865768633e-05 3.7934020625971e-16
4.1000000000000 6.7366421605616e-05 6.7366421605616e-05 2.0117629574285e-16
4.2000000000000 8.4142021810969e-05 8.4142021810969e-05 1.6106728676565e-16
4.3000000000000 1.0445078343092e-04 1.0445078343092e-04 1.2975036386426e-16
4.4000000000000 1.2889971878954e-04 1.2889971878954e-04 1.0514008318511e-16
4.5000000000000 1.5817516371456e-04 1.5817516371456e-04 8.5680500261884e-17
4.6000000000000 1.9304929271149e-04 1.9304929271149e-04 7.0202418075278e-17
4.7000000000000 2.3438665402994e-04 2.3438665402994e-04 3.4692744462330e-16
4.8000000000000 2.8315064961404e-04 2.8315064961404e-04 9.5726618847897e-17
4.9000000000000 3.4040987718087e-04 3.4040987718087e-04 2.3887427594590e-16
5.0000000000000 4.0734424424946e-04 4.0734424424946e-04 1.3308180829745e-16
5.1000000000000 4.8525075697299e-04 4.8525075697299e-04 1.6757349013458e-16
5.2000000000000 5.7554888023789e-04 5.7554888023789e-04 1.8837707963872e-16
5.3000000000000 6.7978535981402e-04 6.7978535981402e-04 7.9745919563650e-17
5.4000000000000 7.9963839250060e-04 7.9963839250060e-04 1.3558655795591e-16
5.5000000000000 9.3692102633858e-04 9.3692102633858e-04 1.1571969696555e-16
5.6000000000000 1.0935836701758e-03 1.0935836701758e-03 0.0000000000000e+00
5.7000000000000 1.2717155902938e-03 1.2717155902938e-03 0.0000000000000e+00
5.8000000000000 1.4735452715423e-03 1.4735452715423e-03 2.9431119448424e-16
5.9000000000000 1.7014395215836e-03 1.7014395215836e-03 1.2744527898075e-16
6.0000000000000 1.9579011995069e-03 1.9579011995069e-03 2.2150293850549e-16
6.1000000000000 2.2455654543141e-03 2.2455654543141e-03 2.8969153503922e-16
6.2000000000000 2.5671943646649e-03 2.5671943646649e-03 1.2669888038965e-15
6.3000000000000 2.9256698788370e-03 2.9256698788370e-03 5.7810876111208e-15
6.4000000000000 3.3239849631502e-03 3.3239849631502e-03 2.6094033144072e-16
6.5000000000000 3.7652328781139e-03 3.7652328781140e-03 4.0313125127071e-16
6.6000000000000 4.2525945142896e-03 4.2525945142896e-03 4.0792120437248e-16
6.7000000000000 4.7893237342706e-03 4.7893237342706e-03 0.0000000000000e+00
