# Spherical Bessel functions via up and down recursion
0.1000000000000 7.2715109967137e-21 3.4267443425567e+02
0.2000000000000 7.4411725280515e-18 -1.3715933645000e-01
0.3000000000000 4.2862929705601e-16 3.9082557909065e-04
0.4000000000000 7.5999054878014e-15 -3.6628963986646e-04
0.5000000000000 7.0641239636619e-14 -2.1535726743238e-05
0.6000000000000 4.3634669469701e-13 3.8154843415536e-06
0.7000000000000 2.0326908136586e-12 -7.7011723499534e-07
0.8000000000000 7.7014628084179e-12 -3.5466350728425e-07
0.9000000000000 2.4916751284486e-11 2.7693206842785e-08
1.0000000000000 7.1165526400473e-11 4.0010148533459e-08
1.1000000000000 1.8374267942633e-10 5.8603022841258e-09
1.2000000000000 4.3643458262230e-10 -4.8767261623385e-09
1.3000000000000 9.6643681646248e-10 -1.5330267031253e-09
1.4000000000000 2.0158724116622e-09 2.2603005461555e-09
1.5000000000000 3.9934406994836e-09 3.4496752342996e-09
1.6000000000000 7.5630221314253e-09 7.3366727492991e-09
1.7000000000000 1.3767474201407e-08 1.3729204033099e-08
1.8000000000000 2.4197355439535e-08 2.4199534702288e-08
1.9000000000000 4.1215880664439e-08 4.1245061730410e-08
2.0000000000000 6.8253008649747e-08 6.8341991024359e-08
2.1000000000000 1.1018315590038e-07 1.1018685979193e-07
2.2000000000000 1.7380257612438e-07 1.7380011585133e-07
2.3000000000000 2.6842389956768e-07 2.6843883723175e-07
2.4000000000000 4.0660664225235e-07 4.0660243158862e-07
2.5000000000000 6.0504362296386e-07 6.0504559094074e-07
2.6000000000000 8.8562411509725e-07 8.8562584119974e-07
2.7000000000000 1.2766951605297e-06 1.2766983776067e-06
2.8000000000000 1.8145427336307e-06 1.8145428319589e-06
2.9000000000000 2.5451143172012e-06 2.5451137212733e-06
3.0000000000000 3.5260038931753e-06 3.5260028977733e-06
3.1000000000000 4.8287193177151e-06 4.8287195939981e-06
3.2000000000000 6.5412505060972e-06 6.5412507704527e-06
3.3000000000000 8.7709547664656e-06 8.7709548391121e-06
3.4000000000000 1.1647772968786e-05 1.1647772661833e-05
3.5000000000000 1.5327786999397e-05 1.5327787237228e-05
3.6000000000000 1.9997125123985e-05 1.9997125134283e-05
3.7000000000000 2.5876217463288e-05 2.5876217481566e-05
3.8000000000000 3.3224398786640e-05 3.3224398801742e-05
3.9000000000000 4.2344850269021e-05 4.2344850210004e-05
4.0000000000000 5.3589865768633e-05 5.3589865804506e-05
4.1000000000000 6.7366421605616e-05 6.7366421663439e-05
4.2000000000000 8.4142021810969e-05 8.4142021850607e-05
4.3000000000000 1.0445078343092e-04 1.0445078342134e-04
4.4000000000000 1.2889971878954e-04 1.2889971879994e-04
4.5000000000000 1.5817516371456e-04 1.5817516371565e-04
4.6000000000000 1.9304929271149e-04 1.9304929271811e-04
4.7000000000000 2.3438665402994e-04 2.3438665402779e-04
4.8000000000000 2.8315064961404e-04 2.8315064961874e-04
4.9000000000000 3.4040987718087e-04 3.4040987718365e-04
5.0000000000000 4.0734424424946e-04 4.0734424425252e-04
5.1000000000000 4.8525075697299e-04 4.8525075697351e-04
5.2000000000000 5.7554888023789e-04 5.7554888023532e-04
5.3000000000000 6.7978535981402e-04 6.7978535981763e-04
5.4000000000000 7.9963839250060e-04 7.9963839249743e-04
5.5000000000000 9.3692102633858e-04 9.3692102633751e-04
5.6000000000000 1.0935836701758e-03 1.0935836701753e-03
5.7000000000000 1.2717155902938e-03 1.2717155902931e-03
5.8000000000000 1.4735452715423e-03 1.4735452715398e-03
5.9000000000000 1.7014395215836e-03 1.7014395215827e-03
6.0000000000000 1.9579011995069e-03 1.9579011995061e-03
6.1000000000000 2.2455654543141e-03 2.2455654543141e-03
6.2000000000000 2.5671943646649e-03 2.5671943646655e-03
6.3000000000000 2.9256698788370e-03 2.9256698788368e-03
6.4000000000000 3.3239849631502e-03 3.3239849631498e-03
6.5000000000000 3.7652328781139e-03 3.7652328781141e-03
6.6000000000000 4.2525945142896e-03 4.2525945142895e-03
6.7000000000000 4.7893237342706e-03 4.7893237342707e-03
6.8000000000000 5.3787306832287e-03 5.3787306832286e-03
6.9000000000000 6.0241630480745e-03 6.0241630480745e-03
7.0000000000000 6.7289852643458e-03 6.7289852643456e-03
7.1000000000000 7.4965556903355e-03 7.4965556903357e-03
