
#   N       lambda_1        err
   4       1.36827        0.0878173
   8       1.36784        0.0881053
   16       1.36784        0.0881053
   32       1.36784        0.0881053
   64       1.36784        0.0881053
   128       1.36784        0.0881053
   256       1.36784        0.0881053
   512       1.36784        0.0881053
   1024       1.36784        0.0881053
